,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company,model
3010,Ford Endeavour 2.5L 4X2 MT,2009,500000,105000,Diesel,Individual,Manual,Second Owner,Ford,Ford Endeavour 2.5L
3011,Renault Duster 85PS Diesel RxE,2016,500000,40000,Diesel,Individual,Manual,First Owner,Renault,Renault Duster 85PS
3012,Maruti Ritz LDi,2016,400000,90000,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Ritz LDi
3013,Toyota Corolla Altis D-4D J,2015,825000,75000,Diesel,Dealer,Manual,Second Owner,Toyota,Toyota Corolla Altis
3014,Maruti Swift Dzire VDI,2018,720000,15000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
3015,Maruti 800 AC Uniq,2009,110000,30000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti 800 AC
3016,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,600000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra Scorpio VLX
3017,Mahindra Scorpio VLX 2WD AT BSIV,2009,275000,155000,Diesel,Individual,Automatic,Third Owner,Mahindra,Mahindra Scorpio VLX
3018,Land Rover Range Rover Evoque 2.2L Dynamic,2012,2349000,149000,Diesel,Individual,Automatic,Second Owner,Land,Land Rover Range
3019,Hyundai i20 1.4 Sportz,2017,740000,60000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai i20 1.4
3020,Maruti Baleno Alpha 1.3,2017,800000,90000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Baleno Alpha
3021,Hyundai Verna CRDi 1.6 SX Option,2019,1100000,100000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Verna CRDi
3022,BMW X1 sDrive20d,2012,750000,100000,Diesel,Individual,Automatic,Second Owner,BMW,BMW X1 sDrive20d
3023,Maruti Alto K10 2010-2014 VXI,2012,200000,90000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto K10
3024,Tata Spacio SA 6 Seater,2009,210000,75000,Diesel,Individual,Manual,First Owner,Tata,Tata Spacio SA
3025,Maruti Swift VDI BSIV,2009,270000,120000,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift VDI
3026,Toyota Etios 1.4 VXD,2016,630000,90000,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Etios 1.4
3027,Hyundai Xcent 1.2 Kappa S,2015,375000,55000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Xcent 1.2
3028,Mahindra Xylo D2,2010,300000,70000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Xylo D2
3029,Mahindra Bolero Power Plus SLX,2016,580000,95000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra Bolero Power
3030,Hyundai Verna 1.4 CRDi,2014,550000,50000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.4
3031,Maruti Ciaz ZDi Plus SHVS,2016,750000,50000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Ciaz ZDi
3032,Maruti Omni E MPI STD BS IV,2014,250000,60516,Petrol,Individual,Manual,First Owner,Maruti,Maruti Omni E
3034,Mercedes-Benz E-Class 280 CDI,2007,900000,76731,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz,Mercedes-Benz E-Class 280
3035,Maruti Swift ZDI,2016,685000,64000,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Swift ZDI
3036,Maruti Swift VDI BSIV,2014,540000,65000,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Swift VDI
3037,Honda City i-VTEC CVT ZX,2018,1165000,13000,Petrol,Dealer,Automatic,Test Drive Car,Honda,Honda City i-VTEC
3038,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,610000,77000,Diesel,Dealer,Manual,First Owner,Ford,Ford Ecosport 1.5
3039,Hyundai EON Era,2011,254999,24000,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai EON Era
3040,Nissan Micra Active XV,2014,280000,63840,Petrol,Dealer,Manual,First Owner,Nissan,Nissan Micra Active
3041,Tata Tiago 1.2 Revotron XT,2017,370000,25000,Petrol,Individual,Manual,First Owner,Tata,Tata Tiago 1.2
3042,Tata New Safari DICOR 2.2 EX 4x2,2011,459999,76400,Diesel,Individual,Manual,Second Owner,Tata,Tata New Safari
3043,Maruti Zen LX,1998,42000,70000,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Zen LX
3044,Fiat Linea Active (Diesel),2011,190000,80000,Diesel,Individual,Manual,Third Owner,Fiat,Fiat Linea Active
3045,Fiat Punto 1.4 Emotion,2010,165000,100000,Petrol,Individual,Manual,Fourth & Above Owner,Fiat,Fiat Punto 1.4
3046,Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,710000,40000,Diesel,Individual,Manual,First Owner,Ford,Ford EcoSport 1.5
3047,Hyundai Creta 1.6 SX Option,2018,1200000,15000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Creta 1.6
3048,Maruti Zen Estilo LXI BS IV,2011,229999,70000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Zen Estilo
3049,Renault KWID RXT,2018,310000,15000,Petrol,Individual,Manual,First Owner,Renault,Renault KWID RXT
3050,Maruti Wagon R VXI BS IV,2015,320000,40000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
3051,Maruti 800 AC,2006,100000,54000,Petrol,Individual,Manual,First Owner,Maruti,Maruti 800 AC
3052,Hyundai Verna CRDi,2009,160000,90000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Verna CRDi
3053,Maruti 800 AC BSIII,2007,60000,52000,Petrol,Individual,Manual,First Owner,Maruti,Maruti 800 AC
3055,Chevrolet Beat Diesel LT,2016,350000,35000,Diesel,Individual,Manual,Second Owner,Chevrolet,Chevrolet Beat Diesel
3056,Renault Duster 110PS Diesel RxZ AWD,2017,700000,60000,Diesel,Individual,Manual,First Owner,Renault,Renault Duster 110PS
3057,Maruti Alto K10 VXI,2017,300000,31489,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
3058,Hyundai i20 1.4 Asta Option,2018,830000,40000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai i20 1.4
3059,Hyundai Verna Transform VTVT,2010,229999,70000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Verna Transform
3060,Hyundai i20 Magna Optional 1.4 CRDi,2013,400000,100000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai i20 Magna
3061,Maruti Gypsy King Hard Top Ambulance BSIV,2005,300000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Gypsy King
3062,Ford Figo Diesel Celebration Edition,2013,300000,50000,Diesel,Individual,Manual,First Owner,Ford,Ford Figo Diesel
3064,Maruti 800 AC,2008,80000,50000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti 800 AC
3065,Maruti Esteem Vxi,2007,100000,90000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Esteem Vxi
3066,Tata Indica Vista Quadrajet LS,2012,300000,110000,Diesel,Individual,Manual,First Owner,Tata,Tata Indica Vista
3067,Maruti Baleno Zeta Automatic,2018,700000,26000,Petrol,Individual,Automatic,First Owner,Maruti,Maruti Baleno Zeta
3068,Maruti Vitara Brezza ZDi Plus,2016,975000,65000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Vitara Brezza
3069,Chevrolet Captiva LT,2009,500000,130000,Diesel,Individual,Manual,First Owner,Chevrolet,Chevrolet Captiva LT
3070,Renault Duster 85PS Diesel RxL Optional,2013,550000,75000,Diesel,Individual,Manual,Second Owner,Renault,Renault Duster 85PS
3071,Nissan Terrano XV Premium 110 PS,2014,550000,110000,Diesel,Individual,Manual,Second Owner,Nissan,Nissan Terrano XV
3072,Maruti Alto K10 2010-2014 VXI,2014,240000,50000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
3073,Maruti 800 Std,1997,50000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti 800 Std
3074,Tata Indica Vista Aura 1.2 Safire,2009,120000,80000,Petrol,Individual,Manual,Second Owner,Tata,Tata Indica Vista
3075,Maruti Alto 800 LXI,2013,900000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto 800
3076,Honda City 1.5 V MT,2009,250000,90000,Petrol,Individual,Manual,Second Owner,Honda,Honda City 1.5
3077,Renault KWID 1.0 RXT Optional,2017,280000,36000,Petrol,Individual,Manual,First Owner,Renault,Renault KWID 1.0
3078,Tata Indica Vista Terra Quadrajet 1.3L BS IV,2010,85000,87000,Diesel,Individual,Manual,First Owner,Tata,Tata Indica Vista
3079,Tata Indica Vista Terra 1.4 TDI,2011,90000,80000,Diesel,Individual,Manual,First Owner,Tata,Tata Indica Vista
3080,Chevrolet Enjoy TCDi LT 8 Seater,2015,500000,50000,Diesel,Individual,Manual,First Owner,Chevrolet,Chevrolet Enjoy TCDi
3081,Maruti 800 Std,2013,200000,60000,Petrol,Individual,Manual,First Owner,Maruti,Maruti 800 Std
3082,Renault KWID RXT,2015,250000,50000,Petrol,Individual,Manual,First Owner,Renault,Renault KWID RXT
3083,Maruti Swift Dzire VDI,2014,185000,40000,Diesel,Individual,Manual,Third Owner,Maruti,Maruti Swift Dzire
3084,Hyundai i10 Magna 1.1,2008,100000,60000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai i10 Magna
3085,Toyota Etios VXD,2015,610000,55000,Diesel,Individual,Manual,First Owner,Toyota,Toyota Etios VXD
3086,Mahindra Quanto C8,2012,290000,80000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Quanto C8
3088,Hyundai EON Era Plus,2015,225000,80000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Era
3089,Maruti Alto K10 VXI,2017,320000,50000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto K10
3090,Tata Indigo CR4,2012,135000,158000,Diesel,Individual,Manual,Third Owner,Tata,Tata Indigo CR4
3092,Nissan Sunny XL,2016,600000,19495,Petrol,Dealer,Manual,First Owner,Nissan,Nissan Sunny XL
3093,Renault Duster 85PS Diesel RxL Plus,2013,570000,62668,Diesel,Dealer,Manual,First Owner,Renault,Renault Duster 85PS
3094,Mahindra XUV500 W6 2WD,2013,850000,85710,Diesel,Dealer,Manual,First Owner,Mahindra,Mahindra XUV500 W6
3095,Ford Figo Diesel EXI,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,Ford,Ford Figo Diesel
3096,Ford Ecosport 1.5 DV5 MT Titanium,2014,580000,63356,Diesel,Dealer,Manual,Second Owner,Ford,Ford Ecosport 1.5
3097,Toyota Fortuner 3.0 Diesel,2012,1680000,129627,Diesel,Dealer,Manual,First Owner,Toyota,Toyota Fortuner 3.0
3098,Chevrolet Spark 1.0 LT,2010,180000,15000,Petrol,Individual,Manual,First Owner,Chevrolet,Chevrolet Spark 1.0
3099,Tata Tiago 1.2 Revotron XE,2017,300000,50000,Petrol,Individual,Manual,First Owner,Tata,Tata Tiago 1.2
3100,Toyota Etios Liva VX,2012,269000,70000,Petrol,Individual,Manual,Second Owner,Toyota,Toyota Etios Liva
3101,Maruti Alto K10 VXI,2018,231999,20000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
3102,Chevrolet Beat LS,2011,150000,60000,Petrol,Individual,Manual,Third Owner,Chevrolet,Chevrolet Beat LS
3103,Hyundai Grand i10 Asta Option,2017,495000,5000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
3104,Maruti Ciaz VXi,2014,700000,15000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Ciaz VXi
3105,Datsun GO Plus T BSIV,2018,400000,4400,Petrol,Individual,Manual,Second Owner,Datsun,Datsun GO Plus
3106,Mahindra Xylo H4,2019,599000,15000,Diesel,Individual,Manual,Third Owner,Mahindra,Mahindra Xylo H4
3107,Renault Duster 85PS Diesel RxL Optional,2013,421000,45000,Diesel,Individual,Manual,First Owner,Renault,Renault Duster 85PS
3108,Ford EcoSport 1.5 Diesel Trend BSIV,2018,841000,1000,Diesel,Individual,Manual,First Owner,Ford,Ford EcoSport 1.5
3109,Hyundai i10 Magna 1.1L,2014,295000,38500,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai i10 Magna
3110,Hyundai i10 Sportz,2011,220000,25000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai i10 Sportz
3111,Ford Classic 1.4 Duratorq LXI,2013,250000,35000,Diesel,Individual,Manual,First Owner,Ford,Ford Classic 1.4
3112,Toyota Fortuner 3.0 Diesel,2009,1100000,110000,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Fortuner 3.0
3113,Hyundai Verna 1.6 VTVT,2012,300000,40000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
3114,Chevrolet Aveo U-VA 1.2,2007,80000,110000,Petrol,Individual,Manual,Second Owner,Chevrolet,Chevrolet Aveo U-VA
3115,Chevrolet Beat Diesel LT,2013,215000,20000,Diesel,Individual,Manual,Third Owner,Chevrolet,Chevrolet Beat Diesel
3116,Hyundai EON Magna Plus,2012,245000,14987,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai EON Magna
3117,Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000,25061,Diesel,Dealer,Manual,First Owner,Ford,Ford EcoSport 1.5
3118,Ford Ecosport 1.5 Diesel Titanium,2017,760000,42494,Diesel,Dealer,Manual,First Owner,Ford,Ford Ecosport 1.5
3119,Honda Amaze S i-Dtech,2014,395000,44875,Diesel,Dealer,Manual,First Owner,Honda,Honda Amaze S
3120,Ford Figo Diesel EXI,2014,280000,89741,Diesel,Dealer,Manual,Second Owner,Ford,Ford Figo Diesel
3121,Honda Jazz 1.5 S i DTEC,2016,495000,65000,Diesel,Dealer,Manual,First Owner,Honda,Honda Jazz 1.5
3122,Honda Jazz 1.5 VX i DTEC,2016,525000,35000,Diesel,Dealer,Manual,First Owner,Honda,Honda Jazz 1.5
3124,Tata New Safari DICOR 2.2 VX 4x2,2010,210000,34500,Diesel,Individual,Manual,First Owner,Tata,Tata New Safari
3125,Hyundai i20 Active 1.2 S,2018,650000,30000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai i20 Active
3126,BMW 3 Series 320d Luxury Line,2018,2300000,39000,Diesel,Individual,Automatic,First Owner,BMW,BMW 3 Series
3127,Ford Freestyle Titanium Plus Diesel BSIV,2019,525000,16000,Diesel,Individual,Manual,First Owner,Ford,Ford Freestyle Titanium
3128,Maruti Wagon R LXI CNG,2010,195000,80000,CNG,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
3129,Maruti Ertiga SHVS VDI,2016,650000,60000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Ertiga SHVS
3130,Mahindra TUV 300 T6 Plus,2015,540000,110000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra TUV 300
3131,Maruti Alto 800 LXI,2014,180000,61000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
3132,Maruti Ertiga SHVS ZDI Plus,2018,980000,50000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Ertiga SHVS
3133,Fiat Grande Punto EVO 90HP 1.3 Sport,2014,250000,90000,Diesel,Individual,Manual,First Owner,Fiat,Fiat Grande Punto
3134,Hyundai Grand i10 1.2 Kappa Sportz AT,2018,550000,35000,Petrol,Individual,Automatic,First Owner,Hyundai,Hyundai Grand i10
3135,Volkswagen Vento 1.6 Highline,2015,509999,43000,Petrol,Individual,Manual,Second Owner,Volkswagen,Volkswagen Vento 1.6
3136,Maruti Alto K10 LXI,2017,320000,50000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
3137,Hyundai EON D Lite,2016,275000,25000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON D
3139,Maruti Wagon R VXI Minor,2009,145000,50000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
3140,Fiat Grande Punto Emotion 90Hp,2013,250000,80000,Diesel,Individual,Manual,First Owner,Fiat,Fiat Grande Punto
3141,Hyundai Verna 1.6 SX,2012,520000,35000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
3142,Maruti Alto LXi,2007,95000,85000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
3143,Toyota Innova 2.5 V Diesel 7-seater,2011,725000,110000,Diesel,Individual,Manual,Third Owner,Toyota,Toyota Innova 2.5
3144,Maruti 800 AC,2006,55000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti 800 AC
3145,Honda City i DTEC VX,2014,600000,100000,Diesel,Individual,Manual,First Owner,Honda,Honda City i
3146,Volkswagen Vento New Diesel Highline,2013,330000,120000,Diesel,Individual,Manual,Second Owner,Volkswagen,Volkswagen Vento New
3147,Maruti Swift Dzire VDI,2015,470000,89000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
3148,Maruti Swift ZDi,2013,365000,120000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift ZDi
3149,Hyundai EON Magna Plus,2013,250000,40000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai EON Magna
3150,Maruti Wagon R VXI BS IV,2017,430000,17000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
3151,Maruti Swift VDI,2013,400000,125000,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift VDI
3152,Maruti Swift Dzire ZXI,2015,615000,110000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
3153,Ford Figo Diesel Titanium,2011,150000,120000,Diesel,Individual,Manual,Second Owner,Ford,Ford Figo Diesel
3154,Ford Figo Diesel ZXI,2014,240000,90000,Diesel,Individual,Manual,First Owner,Ford,Ford Figo Diesel
3155,Mahindra Scorpio S10 7 Seater,2014,800000,90000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Scorpio S10
3156,Hyundai EON LPG Magna Plus,2015,240000,110000,LPG,Individual,Manual,First Owner,Hyundai,Hyundai EON LPG
3157,Ford Ecosport 1.5 DV5 MT Titanium,2014,600000,87000,Diesel,Individual,Manual,Second Owner,Ford,Ford Ecosport 1.5
3158,Mahindra Scorpio LX,2014,800000,15000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Scorpio LX
3159,Ford Fiesta Classic 1.6 Duratec CLXI,2012,350000,38000,Petrol,Individual,Manual,First Owner,Ford,Ford Fiesta Classic
3160,Honda City 1.5 V MT,2011,300000,64000,Petrol,Individual,Manual,Second Owner,Honda,Honda City 1.5
3161,Tata Sumo Gold EX BSIII,2015,399000,55250,Diesel,Individual,Manual,First Owner,Tata,Tata Sumo Gold
3162,Mahindra Bolero DI,2011,300000,110000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Bolero DI
3163,Maruti A-Star AT VXI,2012,150000,70000,Petrol,Individual,Automatic,First Owner,Maruti,Maruti A-Star AT
3164,Chevrolet Cruze LTZ,2010,320000,60000,Diesel,Individual,Manual,Third Owner,Chevrolet,Chevrolet Cruze LTZ
3165,Tata Hexa XM,2018,1280000,17000,Diesel,Individual,Manual,First Owner,Tata,Tata Hexa XM
3166,Renault KWID 1.0 RXT Optional,2017,300000,13000,Petrol,Individual,Manual,Second Owner,Renault,Renault KWID 1.0
3167,Nissan Terrano XL Plus ICC WT20 SE,2016,1000000,60000,Diesel,Individual,Manual,First Owner,Nissan,Nissan Terrano XL
3168,Mitsubishi Pajero Sport 4X4,2012,1090000,120000,Diesel,Individual,Manual,Second Owner,Mitsubishi,Mitsubishi Pajero Sport
3169,Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,450000,97000,Diesel,Individual,Manual,Second Owner,Tata,Tata New Safari
3170,Tata Indica GLS BS IV,2007,60000,130000,Petrol,Individual,Manual,Second Owner,Tata,Tata Indica GLS
3171,Maruti Swift Dzire ZXI,2013,500000,50000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
3172,Tata Indigo CR4,2012,200000,120000,Diesel,Individual,Manual,Second Owner,Tata,Tata Indigo CR4
3173,Maruti Alto LXi,2006,60000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
3174,Hyundai Accent Executive CNG,2012,185000,67000,CNG,Dealer,Manual,Second Owner,Hyundai,Hyundai Accent Executive
3175,Maruti Alto K10 VXI,2015,155000,60000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
3176,Maruti Swift VXI,2019,600000,5000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Swift VXI
3177,Renault KWID RXE,2016,300000,20000,Petrol,Individual,Manual,First Owner,Renault,Renault KWID RXE
3178,Hyundai Creta 1.6 E Plus,2018,850000,12500,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Creta 1.6
3179,Maruti Eeco CNG 5 Seater AC BSIV,2019,470000,4000,CNG,Individual,Manual,First Owner,Maruti,Maruti Eeco CNG
3180,Ford Figo 1.2P Titanium MT,2019,600000,25000,Petrol,Individual,Manual,First Owner,Ford,Ford Figo 1.2P
3181,Toyota Innova 2.5 G (Diesel) 7 Seater,2013,700000,70000,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Innova 2.5
3182,Maruti Wagon R LXI DUO BSIII,2007,70000,162000,LPG,Individual,Manual,First Owner,Maruti,Maruti Wagon R
3184,Audi A6 2.8 FSI,2008,650000,70000,Petrol,Individual,Automatic,Third Owner,Audi,Audi A6 2.8
3185,Hyundai Xcent 1.2 CRDi S,2018,450000,70000,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai Xcent 1.2
3186,Mahindra XUV500 W8 2WD,2014,750000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra XUV500 W8
3187,Toyota Innova 2.5 G (Diesel) 7 Seater,2013,775000,70000,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Innova 2.5
3189,Honda Amaze E i-Vtech,2015,360000,80000,Petrol,Individual,Manual,Second Owner,Honda,Honda Amaze E
3190,Toyota Corolla Altis Diesel D4DG,2010,250000,120000,Diesel,Individual,Manual,First Owner,Toyota,Toyota Corolla Altis
3191,Jeep Compass 2.0 Longitude Option BSIV,2017,1490000,22038,Diesel,Individual,Manual,First Owner,Jeep,Jeep Compass 2.0
3192,Nissan Terrano XL 110 PS,2013,600000,80000,Diesel,Individual,Manual,First Owner,Nissan,Nissan Terrano XL
3193,Maruti Alto LX,2010,120000,90000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LX
3194,Tata New Safari DICOR 2.2 EX 4x2,2012,320000,140000,Diesel,Individual,Manual,Second Owner,Tata,Tata New Safari
3195,Mahindra Thar 4X2,2011,400000,120000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra Thar 4X2
3196,Maruti Swift Dzire ZDI,2015,302000,60000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
3197,Maruti Swift Dzire LXI Option,2014,150000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
3198,Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,200000,90000,Diesel,Individual,Manual,Second Owner,Tata,Tata Indica Vista
3200,Mahindra XUV500 W7 BSIV,2019,1400000,10000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra XUV500 W7
3201,Hyundai i20 1.2 Asta Option,2017,620000,65000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai i20 1.2
3202,Toyota Innova 2.5 GX 8 STR BSIV,2012,449000,90000,Diesel,Individual,Manual,First Owner,Toyota,Toyota Innova 2.5
3203,Maruti Alto LXi,2007,100000,70000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LXi
3204,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,600000,2500,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
3205,Chevrolet Beat Diesel LT,2012,250000,40000,Diesel,Individual,Manual,First Owner,Chevrolet,Chevrolet Beat Diesel
3206,Maruti Baleno RS 1.0 Petrol,2018,550000,63000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Baleno RS
3207,Skoda Rapid 1.5 TDI Ambition,2014,360000,70000,Diesel,Individual,Manual,First Owner,Skoda,Skoda Rapid 1.5
3208,Skoda Superb LK 1.8 TSI AT,2012,650000,60000,Petrol,Dealer,Automatic,First Owner,Skoda,Skoda Superb LK
3209,Ford Fiesta 1.5 TDCi Titanium,2012,199000,92000,Diesel,Dealer,Manual,Third Owner,Ford,Ford Fiesta 1.5
3210,Mahindra Quanto C6,2014,285000,89126,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Quanto C6
3211,Volkswagen Jetta 1.9 TDI Comfortline DSG,2009,260000,134000,Diesel,Individual,Automatic,First Owner,Volkswagen,Volkswagen Jetta 1.9
3212,Maruti Ciaz 1.4 AT Zeta,2019,869999,15000,Petrol,Dealer,Automatic,First Owner,Maruti,Maruti Ciaz 1.4
3213,Hyundai Grand i10 1.2 CRDi Magna,2016,425000,42500,Diesel,Dealer,Manual,First Owner,Hyundai,Hyundai Grand i10
3214,Chevrolet Cruze LTZ AT,2012,490000,42000,Diesel,Dealer,Automatic,First Owner,Chevrolet,Chevrolet Cruze LTZ
3215,Mahindra XUV500 AT W8 FWD,2015,750000,70000,Diesel,Individual,Automatic,Second Owner,Mahindra,Mahindra XUV500 AT
3216,Honda City 1.5 EXI,2004,125000,110000,Petrol,Individual,Manual,Third Owner,Honda,Honda City 1.5
3217,Fiat Linea 1.3 Emotion,2014,221000,131365,Diesel,Individual,Manual,First Owner,Fiat,Fiat Linea 1.3
3218,Volkswagen Vento 1.5 TDI Highline AT,2016,724000,48980,Diesel,Dealer,Automatic,First Owner,Volkswagen,Volkswagen Vento 1.5
3219,Honda Amaze VX AT i-Vtech,2014,440000,46000,Petrol,Dealer,Automatic,First Owner,Honda,Honda Amaze VX
3220,Chevrolet Spark 1.0 LS,2009,70000,60000,Petrol,Individual,Manual,Third Owner,Chevrolet,Chevrolet Spark 1.0
3221,Maruti Baleno Delta Diesel,2015,511000,58000,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Baleno Delta
3222,Maruti S-Cross Alpha DDiS 200 SH,2016,790000,22000,Diesel,Dealer,Manual,First Owner,Maruti,Maruti S-Cross Alpha
3223,Hyundai i20 1.2 Asta Option,2017,640000,37000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai i20 1.2
3224,Hyundai Santro Xing GLS,2009,120000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,Hyundai Santro Xing
3225,Chevrolet Beat Diesel LT,2012,126000,98900,Diesel,Individual,Manual,Third Owner,Chevrolet,Chevrolet Beat Diesel
3226,Chevrolet Beat Diesel LT,2012,120000,125000,Diesel,Individual,Manual,First Owner,Chevrolet,Chevrolet Beat Diesel
3227,Mahindra TUV 300 T4 Plus,2017,650000,60000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra TUV 300
3228,Hyundai Grand i10 Asta,2014,450000,80000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai Grand i10
3229,Maruti Zen Estilo LXI Green (CNG),2010,110000,80000,CNG,Individual,Manual,Fourth & Above Owner,Maruti,Maruti Zen Estilo
3230,Mahindra Bolero Power Plus Plus AC BSIV PS,2017,600000,40000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Bolero Power
3231,Mahindra XUV500 W8 4WD,2012,620000,80000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra XUV500 W8
3232,Ford Ecosport 1.5 DV5 MT Titanium,2014,600000,30000,Diesel,Individual,Manual,First Owner,Ford,Ford Ecosport 1.5
3233,Mahindra Bolero Power Plus ZLX,2018,795000,35000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Bolero Power
3235,Renault Lodgy 85PS RxL,2015,495000,60000,Diesel,Individual,Manual,First Owner,Renault,Renault Lodgy 85PS
